Date,Temp Avg,Humidity Avg,RR,Inflasi YoY,Produksi BM,Produksi BP,Produksi CR,is_tahun_baru,is_natal,is_idul_fitri,Bawang Merah,Bawang Putih,Cabai Rawit
2025-04-13,25.7,90,3.0,1.67,205707.82,1157.65,162190.89,0,0,0,59700,49900,97900
2025-04-14,26.6,85,2.6,1.67,205707.82,1157.65,162190.89,0,0,0,58550,49950,97800
2025-04-15,25.5,91,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,59950,49300,94100
2025-04-16,25.9,86,3.2,1.67,205707.82,1157.65,162190.89,0,0,0,59750,49350,93550
2025-04-17,27.1,87,6.8,1.67,205707.82,1157.65,162190.89,0,0,0,58100,49950,93450
2025-04-18,26.8,86,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,58100,49950,93450
2025-04-19,27.1,84,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,56950,49700,87200
2025-04-20,26.9,82,21.7,1.67,205707.82,1157.65,162190.89,0,0,0,55450,49550,82600
2025-04-21,26.4,85,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,54200,49350,79450
2025-04-22,27.0,82,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,53350,49150,74600
2025-04-23,26.5,83,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,52850,49150,72100
2025-04-24,26.6,85,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,52200,48800,70000
2025-04-25,26.8,85,1.8,1.67,205707.82,1157.65,162190.89,0,0,0,51550,48550,65900
2025-04-26,26.7,89,3.6,1.67,205707.82,1157.65,162190.89,0,0,0,50300,48500,61200
2025-04-27,26.9,87,36.9,1.67,205707.82,1157.65,162190.89,0,0,0,49700,48200,58750
2025-04-28,27.0,82,69.5,1.67,205707.82,1157.65,162190.89,0,0,0,48150,47950,56850
2025-04-29,27.2,81,1.6,1.67,205707.82,1157.65,162190.89,0,0,0,47650,47350,53600
2025-04-30,26.2,87,0.0,1.67,205707.82,1157.65,162190.89,0,0,0,45950,47350,52050
2025-05-01,27.2,82,19.8,3.17,205707.82,1157.65,162190.89,0,0,0,46350,46800,52450
2025-05-02,27.2,81,4.0,3.17,205707.82,1157.65,162190.89,0,0,0,44350,46850,49350
2025-05-03,26.7,85,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,44300,46450,48850
2025-05-04,26.8,84,0.4,3.17,205707.82,1157.65,162190.89,0,0,0,44150,47050,48150
2025-05-05,26.5,85,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,44050,47150,47650
2025-05-06,26.6,87,32.4,3.17,205707.82,1157.65,162190.89,0,0,0,45050,44900,46500
2025-05-07,25.6,94,19.2,3.17,205707.82,1157.65,162190.89,0,0,0,42900,45850,46650
2025-05-08,26.6,89,9.4,3.17,205707.82,1157.65,162190.89,0,0,0,42850,45700,44400
2025-05-09,27.0,87,55.2,3.17,205707.82,1157.65,162190.89,0,0,0,42950,45700,43050
2025-05-10,32.37,56,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,42500,45750,42900
2025-05-11,34.51,58,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,42100,45800,42750
2025-05-12,32.37,56,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,42050,45850,42550
2025-05-13,34.51,58,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,42450,45750,43450
2025-05-14,33.51,58,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,42550,45800,42000
2025-05-15,32.37,60,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,43500,44500,41050
2025-05-16,32.0,60,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,42450,45350,40700
2025-05-17,32.73,63,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,41650,44500,40150
2025-05-18,32.51,58,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,40200,43650,39850
2025-05-19,32.37,56,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,39700,43800,39050
2025-05-20,32.51,58,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,38350,43050,40200
2025-05-21,32.51,58,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,38100,42250,39350
2025-05-22,32.37,60,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,37150,41900,38700
2025-05-23,32.00,60,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,37410,41267,38561
2025-05-24,32.73,63,0.0,3.17,205707.82,1157.65,162190.89,0,0,0,35157,40436,35726
